年月,電子支付機構名稱,使用者人數,當月代理收付實質交易款項金額(千元),當月帳戶間款項移轉或國內外小額匯兌金額(千元),欄位說明,當月收受儲值款項金額(千元),儲值款項餘額(千元),代理收付款項餘額(千元),各類款項餘額合計(千元)
112年12月,一卡通票證股份有限公司,6070995,2895050,10280012,國內外小額匯兌,16969912,1823911,6976780,8800691
112年12月,上海商業儲蓄銀行,2130,4039,0,國內外小額匯兌,0,0,0,0
112年12月,中國信託商業銀行,322691,190957,0,國內外小額匯兌,0,617,29813,30430
112年12月,中華郵政公司,24541,44201,0,國內外小額匯兌,0,0,0,0
112年12月,元大商業銀行,2506,8752,0,國內外小額匯兌,0,0,1051,1051
112年12月,兆豐國際商業銀行,837,901,0,國內外小額匯兌,0,0,45,45
112年12月,全支付電子支付股份有限公司,4547069,3695005,21172,國內外小額匯兌,1496926,463978,232104,696082
112年12月,全盈支付金融科技股份有限公司,1911375,869822,11436,國內外小額匯兌,206737,79583,231090,310673
112年12月,台北富邦商業銀行,51,2208,0,國內外小額匯兌,0,0,302,302
112年12月,台新國際商業銀行,16055,29797,0,國內外小額匯兌,0,0,3294,3294
112年12月,合作金庫商業銀行,9708,20492,0,國內外小額匯兌,0,0,0,0
112年12月,國泰世華商業銀行,421,9587,0,國內外小額匯兌,0,0,4,4
112年12月,國際連股份有限公司,35290,0,0,國內外小額匯兌,0,272,603,875
112年12月,彰化商業銀行,9771,8103,0,國內外小額匯兌,0,0,351,351
112年12月,悠遊卡股份有限公司,2710401,608531,44198,國內外小額匯兌,533381,377204,102498,479702
112年12月,愛金卡股份有限公司,1295909,706024,39212,國內外小額匯兌,196630,125691,108922,234613
112年12月,橘子支行動支付股份有限公司,532269,41894,3648,國內外小額匯兌,18565,22419,27382,49801
112年12月,歐付寶電子支付股份有限公司,1050113,51578,7507,國內外小額匯兌,5799,11940,117139,129079
112年12月,永豐商業銀行,6184,5458,0,國內外小額匯兌,0,0,567,567
112年12月,玉山商業銀行,2092023,1692275,0,國內外小額匯兌,71251,183821,214606,398427
112年12月,第一商業銀行,1506,1180,0,國內外小額匯兌,0,0,0,0
112年12月,簡單行動支付股份有限公司,70240,4302,769,國內外小額匯兌,8308,1468,5401,6869
112年12月,臺灣中小企業銀行,2849,2986,0,國內外小額匯兌,0,0,124,124
112年12月,臺灣土地銀行,5567,5037,0,國內外小額匯兌,0,0,0,0
112年12月,臺灣新光商業銀行,278,2594,0,國內外小額匯兌,0,0,434,434
112年12月,臺灣銀行,6552,7605,0,國內外小額匯兌,0,0,0,0
112年12月,華南商業銀行,832,1534,0,國內外小額匯兌,0,0,463,463
112年12月,街口電子支付股份有限公司,6396741,3850608,3725009,國內外小額匯兌,6935459,788142,2092336,2880477
112年12月,遠東國際商業銀行,38,1972,0,國內外小額匯兌,0,0,0,0
112年12月,陽信商業銀行,6633,557,0,國內外小額匯兌,0,0,0,0
113年01月,一卡通票證股份有限公司,6120471,2972579,11086179,國內外小額匯兌,18645417,1880659,7172493,9053152
113年01月,上海商業儲蓄銀行,2263,3735,0,國內外小額匯兌,0,0,0,0
113年01月,中國信託商業銀行,336261,206498,0,國內外小額匯兌,0,618,29917,30535
113年01月,中華郵政公司,24496,44601,0,國內外小額匯兌,0,0,0,0
113年01月,元大商業銀行,2521,8988,0,國內外小額匯兌,0,0,1082,1082
113年01月,兆豐國際商業銀行,840,849,0,國內外小額匯兌,0,0,20,20
113年01月,全支付電子支付股份有限公司,4632111,3609761,26318,國內外小額匯兌,1574483,486392,152335,638727
113年01月,全盈支付金融科技股份有限公司,1945684,886745,13163,國內外小額匯兌,115940,83552,92744,176295
113年01月,台北富邦商業銀行,65,3462,0,國內外小額匯兌,0,0,169,169
113年01月,台新國際商業銀行,15626,43191,0,國內外小額匯兌,0,0,2887,2887
113年01月,合作金庫商業銀行,9773,16481,0,國內外小額匯兌,0,0,0,0
113年01月,國泰世華商業銀行,390,10117,0,國內外小額匯兌,0,0,0,0
113年01月,國際連股份有限公司,35290,0,0,國內外小額匯兌,0,272,603,874
113年01月,彰化商業銀行,9804,8841,0,國內外小額匯兌,0,0,351,351
113年01月,悠遊卡股份有限公司,2759295,601828,45617,國內外小額匯兌,513599,378207,85015,463222
113年01月,愛金卡股份有限公司,1313083,688817,37465,國內外小額匯兌,163916,126116,99581,225697
113年01月,橘子支行動支付股份有限公司,537238,105184,7515,國內外小額匯兌,42372,22503,67208,89711
113年01月,歐付寶電子支付股份有限公司,1052752,47433,7483,國內外小額匯兌,5404,11707,106628,118335
113年01月,永豐商業銀行,6521,4923,0,國內外小額匯兌,0,0,198,198
113年01月,玉山商業銀行,2130544,1744262,0,國內外小額匯兌,75975,189907,155771,345677
113年01月,第一商業銀行,1506,0,0,國內外小額匯兌,0,0,0,0
113年01月,簡單行動支付股份有限公司,70703,4256,322,國內外小額匯兌,8837,1523,5147,6670
113年01月,臺灣中小企業銀行,2868,3286,0,國內外小額匯兌,0,0,81,81
113年01月,臺灣土地銀行,5625,4202,0,國內外小額匯兌,0,0,0,0
113年01月,臺灣新光商業銀行,276,3170,0,國內外小額匯兌,0,0,-240,-240
113年01月,臺灣銀行,6602,7152,0,國內外小額匯兌,0,0,0,0
113年01月,華南商業銀行,831,2277,0,國內外小額匯兌,0,0,224,224
113年01月,街口電子支付股份有限公司,6430009,3817838,3997557,國內外小額匯兌,7562390,829536,2004564,2834100
