年月,電子支付機構名稱,使用者人數,當月代理收付實質交易款項金額(千元),當月帳戶間款項移轉或國內外小額匯兌金額(千元),欄位說明,當月收受儲值款項金額(千元),儲值款項餘額(千元),代理收付款項餘額(千元),各類款項餘額合計(千元)
113年06月,簡單行動支付股份有限公司,73402,4787,460,國內外小額匯兌,8371,1545,5857,7402
113年06月,臺灣中小企業銀行,2987,2883,0,國內外小額匯兌,0,0,188,188
113年06月,臺灣土地銀行,5840,4345,0,國內外小額匯兌,0,0,0,0
113年06月,臺灣新光商業銀行,275,2687,0,國內外小額匯兌,0,0,385,385
113年06月,臺灣銀行,6900,6400,0,國內外小額匯兌,0,0,0,0
113年06月,華南商業銀行,811,1627,0,國內外小額匯兌,0,0,278,278
113年06月,街口電子支付股份有限公司,6543753,4011258,3987179,國內外小額匯兌,7589062,926654,2258332,3184987
113年06月,遠東國際商業銀行,46,1769,0,國內外小額匯兌,0,0,0,0
113年06月,陽信商業銀行,6649,587,0,國內外小額匯兌,0,0,0,0
113年07月,一卡通票證股份有限公司,6448719,3514846,11463545,國內外小額匯兌,19798531,2042013,7984502,10026516
113年07月,上海商業儲蓄銀行,2414,2355,0,國內外小額匯兌,0,0,0,0
113年07月,中國信託商業銀行,408255,231273,0,國內外小額匯兌,0,614,29806,30420
113年07月,中華郵政公司,23706,54788,0,國內外小額匯兌,0,0,0,0
113年07月,元大商業銀行,2623,6558,0,國內外小額匯兌,0,0,243,243
113年07月,兆豐國際商業銀行,847,563,0,國內外小額匯兌,0,0,17,17
113年07月,全支付電子支付股份有限公司,4952491,4401154,52524,國內外小額匯兌,1735823,544534,196428,740963
113年07月,全盈支付金融科技股份有限公司,2075291,713014,10257,國內外小額匯兌,114102,86894,74084,160979
113年07月,台北富邦商業銀行,307,4199,0,國內外小額匯兌,0,0,103,103
113年07月,台新國際商業銀行,14215,38614,0,國內外小額匯兌,0,0,3496,3496
113年07月,合作金庫商業銀行,10183,21740,0,國內外小額匯兌,0,0,0,0
113年07月,國泰世華商業銀行,355,8865,0,國內外小額匯兌,0,0,1,1
113年07月,國際連股份有限公司,35290,0,0,國內外小額匯兌,0,270,555,824
113年07月,彰化商業銀行,10396,7993,0,國內外小額匯兌,0,0,365,365
113年07月,悠遊卡股份有限公司,3075426,1004798,49510,國內外小額匯兌,562885,429936,110560,540496
113年07月,愛金卡股份有限公司,1425867,834929,39397,國內外小額匯兌,170914,136923,104030,240952
113年07月,橘子支行動支付股份有限公司,556765,128360,3532,國內外小額匯兌,40510,23907,115825,139732
113年07月,歐付寶電子支付股份有限公司,1066670,55963,9840,國內外小額匯兌,7298,12081,105649,117730
113年07月,永豐商業銀行,8468,4805,0,國內外小額匯兌,0,0,227,227
113年07月,玉山商業銀行,2414541,1779036,0,國內外小額匯兌,233275,222658,193797,416455
113年07月,第一商業銀行,0,0,0,國內外小額匯兌,0,0,0,0
113年07月,簡單行動支付股份有限公司,73760,5747,557,國內外小額匯兌,8772,1593,6694,8287
113年07月,臺灣中小企業銀行,3009,2861,0,國內外小額匯兌,0,0,86,86
113年07月,臺灣土地銀行,5901,4244,0,國內外小額匯兌,0,0,0,0
113年07月,臺灣新光商業銀行,275,2946,0,國內外小額匯兌,0,0,107,107
113年07月,臺灣銀行,6961,7525,0,國內外小額匯兌,0,0,0,0
113年07月,華南商業銀行,810,2477,0,國內外小額匯兌,0,0,222,222
113年07月,街口電子支付股份有限公司,6550279,5019975,4226265,國內外小額匯兌,8215573,960341,2247586,3207927
113年07月,遠東國際商業銀行,46,2205,0,國內外小額匯兌,0,0,0,0
113年07月,陽信商業銀行,6649,644,0,國內外小額匯兌,0,0,0,0
113年08月,一卡通票證股份有限公司,6501946,3522064,11929800,國內外小額匯兌,19815298,2069126,8281066,10350192
113年08月,上海商業儲蓄銀行,2431,2419,0,國內外小額匯兌,0,0,0,0
113年08月,中國信託商業銀行,421300,252138,0,國內外小額匯兌,0,613,29941,30554
113年08月,中華郵政公司,23826,36309,0,國內外小額匯兌,0,0,0,0
113年08月,元大商業銀行,2655,5622,0,國內外小額匯兌,0,0,341,341
113年08月,兆豐國際商業銀行,848,412,0,國內外小額匯兌,0,0,33,33
113年08月,全支付電子支付股份有限公司,5030334,4987179,53689,國內外小額匯兌,1898388,564987,270336,835323
113年08月,全盈支付金融科技股份有限公司,2097239,716951,13532,國內外小額匯兌,133529,88573,102997,191571
113年08月,台北富邦商業銀行,305,4778,0,國內外小額匯兌,0,0,396,396
113年08月,台新國際商業銀行,14181,46370,0,國內外小額匯兌,0,0,1143,1143
113年08月,合作金庫商業銀行,10318,22416,0,國內外小額匯兌,0,0,0,0
113年08月,國泰世華商業銀行,400,7708,0,國內外小額匯兌,0,0,4,4
113年08月,國際連股份有限公司,35290,0,0,國內外小額匯兌,0,255,548,803
113年08月,彰化商業銀行,10527,7371,0,國內外小額匯兌,0,0,354,354
113年08月,悠遊卡股份有限公司,3137296,754205,50500,國內外小額匯兌,566076,450825,110405,561230
113年08月,愛金卡股份有限公司,1451556,613380,37771,國內外小額匯兌,190099,148060,102408,250468
113年08月,橘子支行動支付股份有限公司,558965,66754,2573,國內外小額匯兌,22448,23278,56751,80028
113年08月,歐付寶電子支付股份有限公司,1068447,62019,8885,國內外小額匯兌,7634,12502,108634,121135
113年08月,永豐商業銀行,8758,4411,0,國內外小額匯兌,0,0,288,288
113年08月,玉山商業銀行,2470020,1786200,0,國內外小額匯兌,258208,227099,209489,436588
113年08月,第一商業銀行,0,0,0,國內外小額匯兌,0,0,0,0
113年08月,簡單行動支付股份有限公司,74135,6173,710,國內外小額匯兌,8527,1499,5889,7388
113年08月,臺灣中小企業銀行,3042,3168,0,國內外小額匯兌,0,0,287,287
113年08月,臺灣土地銀行,5987,4926,0,國內外小額匯兌,0,0,0,0
113年08月,臺灣新光商業銀行,275,3879,0,國內外小額匯兌,0,0,75,75
113年08月,臺灣銀行,7039,7160,0,國內外小額匯兌,0,0,0,0
113年08月,華南商業銀行,809,1955,0,國內外小額匯兌,0,0,158,158
113年08月,街口電子支付股份有限公司,6562106,4494643,4220040,國內外小額匯兌,8100823,974727,2249990,3224717
113年08月,遠東國際商業銀行,42,1628,0,國內外小額匯兌,0,0,0,0
113年08月,陽信商業銀行,6652,771,0,國內外小額匯兌,0,0,0,0
113年09月,一卡通票證股份有限公司,6552346,3407953,11883657,國內外小額匯兌,17945793,2103180,8567833,10671013
113年09月,上海商業儲蓄銀行,2460,2567,0,國內外小額匯兌,0,0,0,0
113年09月,中國信託商業銀行,435100,258951,0,國內外小額匯兌,0,613,29724,30337
113年09月,中華郵政公司,23708,22214,0,國內外小額匯兌,0,0,0,0
113年09月,元大商業銀行,2680,7106,0,國內外小額匯兌,0,0,238,238
113年09月,兆豐國際商業銀行,849,1693,0,國內外小額匯兌,0,0,28,28
113年09月,全支付電子支付股份有限公司,5087877,4388242,55505,國內外小額匯兌,1560382,566733,334861,901594
113年09月,全盈支付金融科技股份有限公司,2121302,665476,16746,國內外小額匯兌,125824,88847,113176,202023
113年09月,台北富邦商業銀行,302,3142,0,國內外小額匯兌,0,0,164,164
113年09月,台新國際商業銀行,14183,36426,0,國內外小額匯兌,0,0,2602,2602
113年09月,合作金庫商業銀行,10029,22645,0,國內外小額匯兌,0,0,0,0
113年09月,國泰世華商業銀行,386,7787,0,國內外小額匯兌,0,0,2,2
113年09月,國際連股份有限公司,35290,0,0,國內外小額匯兌,0,253,371,624
113年09月,彰化商業銀行,10637,7643,0,國內外小額匯兌,0,0,351,351
113年09月,悠遊卡股份有限公司,3196045,1118801,46890,國內外小額匯兌,496258,451316,169989,621305
113年09月,愛金卡股份有限公司,1475704,1825730,49724,國內外小額匯兌,222016,181440,466167,647607
113年09月,橘子支行動支付股份有限公司,560676,39815,1910,國內外小額匯兌,12817,22738,33428,56166
113年09月,歐付寶電子支付股份有限公司,1070297,63384,9506,國內外小額匯兌,6965,12214,108466,120681
113年09月,永豐商業銀行,9021,3956,0,國內外小額匯兌,0,0,248,248
113年09月,玉山商業銀行,2523665,1715266,0,國內外小額匯兌,240333,234025,222661,456686
113年09月,第一商業銀行,0,0,0,國內外小額匯兌,0,0,0,0
113年09月,簡單行動支付股份有限公司,74495,5159,544,國內外小額匯兌,4982,1310,6335,7645
113年09月,臺灣中小企業銀行,3062,3314,0,國內外小額匯兌,0,0,199,199
113年09月,臺灣土地銀行,6067,4408,0,國內外小額匯兌,0,0,0,0
113年09月,臺灣新光商業銀行,275,3212,0,國內外小額匯兌,0,0,593,593
113年09月,臺灣銀行,7143,7091,0,國內外小額匯兌,0,0,0,0
113年09月,華南商業銀行,809,1158,0,國內外小額匯兌,0,0,272,272
113年09月,街口電子支付股份有限公司,6571875,4617051,4150204,國內外小額匯兌,7803122,993190,2250243,3243433
113年09月,遠東國際商業銀行,42,1221,0,國內外小額匯兌,0,0,0,0
113年09月,陽信商業銀行,6654,685,0,國內外小額匯兌,0,0,0,0
113年10月,一卡通票證股份有限公司,6597430,3517960,11953244,國內外小額匯兌,18408212,2123640,8475687,10599327
113年10月,上海商業儲蓄銀行,2472,2370,0,國內外小額匯兌,0,0,0,0
113年10月,中國信託商業銀行,454890,327420,0,國內外小額匯兌,0,611,29700,30311
113年10月,中華郵政公司,23553,23367,0,國內外小額匯兌,0,0,0,0
113年10月,元大商業銀行,2701,7156,0,國內外小額匯兌,0,0,940,940
113年10月,兆豐國際商業銀行,854,1255,0,國內外小額匯兌,0,0,30,30
113年10月,全支付電子支付股份有限公司,5149213,4590228,60077,國內外小額匯兌,1638559,570905,228569,799474
113年10月,全盈支付金融科技股份有限公司,2146792,710373,16680,國內外小額匯兌,131254,89387,86689,176076
113年10月,台北富邦商業銀行,300,4594,0,國內外小額匯兌,0,0,269,269
113年10月,台新國際商業銀行,14032,60342,0,國內外小額匯兌,0,0,5509,5509
113年10月,合作金庫商業銀行,10136,22930,0,國內外小額匯兌,0,0,0,0
113年10月,國泰世華商業銀行,399,8650,0,國內外小額匯兌,0,0,2,2
113年10月,彰化商業銀行,10758,7693,0,國內外小額匯兌,0,0,351,351
113年10月,悠遊卡股份有限公司,3250979,996392,32790,國內外小額匯兌,508651,472382,190737,663119
113年10月,愛金卡股份有限公司,1495523,895864,41415,國內外小額匯兌,125716,162244,116002,278246
113年10月,橘子支行動支付股份有限公司,562734,50049,2527,國內外小額匯兌,16443,22512,40433,62944
113年10月,歐付寶電子支付股份有限公司,1072083,63448,11220,國內外小額匯兌,8467,12506,106552,119058
113年10月,永豐商業銀行,9319,5397,0,國內外小額匯兌,0,0,288,288
113年10月,玉山商業銀行,2582716,1812693,0,國內外小額匯兌,240166,240055,231712,471766
113年10月,第一商業銀行,0,0,0,國內外小額匯兌,0,0,0,0
113年10月,簡單行動支付股份有限公司,74820,5558,121,國內外小額匯兌,1838,1299,5780,7079
113年10月,臺灣中小企業銀行,3087,3276,0,國內外小額匯兌,0,0,80,80
113年10月,臺灣土地銀行,6120,3856,0,國內外小額匯兌,0,0,0,0
113年10月,臺灣新光商業銀行,275,2744,0,國內外小額匯兌,0,0,167,167
113年10月,臺灣銀行,7220,7540,0,國內外小額匯兌,0,0,0,0
113年10月,華南商業銀行,809,1896,0,國內外小額匯兌,0,0,152,152
113年10月,街口電子支付股份有限公司,6587840,4774272,4354392,國內外小額匯兌,8205747,1022848,2361088,3383935
113年10月,遠東國際商業銀行,42,1325,0,國內外小額匯兌,0,0,0,0
113年10月,陽信商業銀行,6656,759,0,國內外小額匯兌,0,0,0,0
113年11月,一卡通票證股份有限公司,6639696,3587353,12118684,國內外小額匯兌,18006097,2150143,8774824,10924968
113年11月,上海商業儲蓄銀行,2679,2706,0,國內外小額匯兌,0,0,0,0
113年11月,中國信託商業銀行,480787,386488,0,國內外小額匯兌,0,611,29961,30572
113年11月,中華郵政公司,23477,20104,0,國內外小額匯兌,0,0,0,0
113年11月,元大商業銀行,2725,12616,0,國內外小額匯兌,0,0,259,259
113年11月,兆豐國際商業銀行,857,1641,0,國內外小額匯兌,0,0,137,137
113年11月,全支付電子支付股份有限公司,5197230,4379821,60055,國內外小額匯兌,1567072,578850,299202,878052
113年11月,全盈支付金融科技股份有限公司,2176120,789577,18655,國內外小額匯兌,146946,90955,96888,187843
113年11月,台北富邦商業銀行,303,3527,0,國內外小額匯兌,0,0,742,742
113年11月,台新國際商業銀行,13945,65522,0,國內外小額匯兌,0,0,1048,1048
113年11月,合作金庫商業銀行,10186,18974,0,國內外小額匯兌,0,0,0,0
113年11月,國泰世華商業銀行,390,8644,0,國內外小額匯兌,0,0,8,8
113年11月,彰化商業銀行,10861,7426,0,國內外小額匯兌,0,0,351,351
113年11月,悠遊卡股份有限公司,3300526,1129797,51928,國內外小額匯兌,464279,470663,170676,641339
113年11月,愛金卡股份有限公司,1522090,814421,42374,國內外小額匯兌,144363,160862,144904,305766
113年11月,橘子支行動支付股份有限公司,565232,64945,1958,國內外小額匯兌,13649,22148,28552,50700
113年11月,歐付寶電子支付股份有限公司,1073838,56465,10976,國內外小額匯兌,7906,12270,108039,120308
113年11月,永豐商業銀行,10601,5883,0,國內外小額匯兌,0,0,791,791
113年11月,玉山商業銀行,2643730,1889378,0,國內外小額匯兌,238155,247993,214435,462428
113年11月,第一商業銀行,0,0,0,國內外小額匯兌,0,0,0,0
113年11月,簡單行動支付股份有限公司,75161,5724,355,國內外小額匯兌,487,1316,5882,7198
113年11月,臺灣中小企業銀行,3119,3496,0,國內外小額匯兌,0,0,123,123
113年11月,臺灣土地銀行,6190,6056,0,國內外小額匯兌,0,0,0,0
113年11月,臺灣新光商業銀行,275,2670,0,國內外小額匯兌,0,0,47,47
113年11月,臺灣銀行,7320,8208,0,國內外小額匯兌,0,0,0,0
113年11月,華南商業銀行,808,2130,0,國內外小額匯兌,0,0,101,101
113年11月,街口電子支付股份有限公司,6603252,5669909,4311502,國內外小額匯兌,8204853,1061956,2588523,3650479
113年11月,遠東國際商業銀行,42,2224,0,國內外小額匯兌,0,0,0,0
113年11月,陽信商業銀行,6663,665,0,國內外小額匯兌,0,0,0,0
113年12月,一卡通票證股份有限公司,6684320,3575823,13268120,國內外小額匯兌,18815636,2180829,8969578,11150407
113年12月,上海商業儲蓄銀行,2700,3607,0,國內外小額匯兌,0,0,0,0
113年12月,中國信託商業銀行,500721,370277,0,國內外小額匯兌,2,611,29923,30534
113年12月,中華郵政公司,23644,18049,0,國內外小額匯兌,0,0,0,0
113年12月,元大商業銀行,2744,14872,0,國內外小額匯兌,0,0,1053,1053
113年12月,兆豐國際商業銀行,860,3077,0,國內外小額匯兌,0,0,95,95
113年12月,全支付電子支付股份有限公司,5244313,4307192,70827,國內外小額匯兌,1535642,588947,243501,832449
113年12月,全盈支付金融科技股份有限公司,2201848,630657,21006,國內外小額匯兌,136205,94169,72974,167143
113年12月,台北富邦商業銀行,302,0,0,國內外小額匯兌,0,0,381,381
113年12月,台新國際商業銀行,13818,83260,0,國內外小額匯兌,0,0,3961,3961
113年12月,合作金庫商業銀行,10572,23480,0,國內外小額匯兌,0,0,0,0
113年12月,國泰世華商業銀行,363,10405,0,國內外小額匯兌,0,0,8,8
113年12月,彰化商業銀行,10969,8045,0,國內外小額匯兌,0,0,351,351
113年12月,悠遊卡股份有限公司,3345646,821256,52066,國內外小額匯兌,484334,492859,108094,600953
113年12月,愛金卡股份有限公司,1539137,717462,40816,國內外小額匯兌,134024,152969,134439,287407
113年12月,橘子支行動支付股份有限公司,567197,37952,1660,國內外小額匯兌,10200,21895,26351,48246
113年12月,歐付寶電子支付股份有限公司,1075537,68804,11840,國內外小額匯兌,9172,12448,106827,119275
113年12月,永豐商業銀行,10614,5119,0,國內外小額匯兌,0,0,227,227
113年12月,玉山商業銀行,2694053,2011094,0,國內外小額匯兌,253253,253101,182611,435712
113年12月,第一商業銀行,0,0,0,國內外小額匯兌,0,0,0,0
113年12月,簡單行動支付股份有限公司,75488,5992,493,國內外小額匯兌,81,1304,5797,7101
113年12月,臺灣中小企業銀行,3152,4037,0,國內外小額匯兌,0,0,200,200
113年12月,臺灣土地銀行,6262,4610,0,國內外小額匯兌,0,0,0,0
113年12月,臺灣新光商業銀行,275,4484,0,國內外小額匯兌,0,0,47,47
113年12月,臺灣銀行,7424,9798,0,國內外小額匯兌,0,0,0,0
113年12月,華南商業銀行,807,2582,0,國內外小額匯兌,0,0,490,490
113年12月,街口電子支付股份有限公司,6616273,5450541,4556182,國內外小額匯兌,8452733,1090193,2520487,3610680
113年12月,遠東國際商業銀行,42,2720,0,國內外小額匯兌,0,0,0,0
113年12月,陽信商業銀行,6663,572,0,國內外小額匯兌,0,0,0,0
114年01月,一卡通票證股份有限公司,6774615,3608711,15431280,國內外小額匯兌,21540411,2302908,10513013,12815921
114年01月,上海商業儲蓄銀行,2721,2233,0,國內外小額匯兌,0,0,0,0
114年01月,中國信託商業銀行,515657,284756,0,國內外小額匯兌,0,611,31359,31970
114年01月,中華郵政公司,23650,10716,0,國內外小額匯兌,0,0,0,0
114年01月,元大商業銀行,2768,15040,0,國內外小額匯兌,0,0,1050,1050
114年01月,兆豐國際商業銀行,864,1588,0,國內外小額匯兌,0,0,64,64
114年01月,全支付電子支付股份有限公司,5318812,4631277,77896,國內外小額匯兌,1740661,624240,221744,845984
114年01月,全盈支付金融科技股份有限公司,2228548,754098,28295,國內外小額匯兌,165795,96040,256371,352411
114年01月,台北富邦商業銀行,302,4249,0,國內外小額匯兌,0,0,1089,1089
114年01月,台新國際商業銀行,13853,76674,0,國內外小額匯兌,0,0,3171,3171
114年01月,合作金庫商業銀行,10620,18376,0,國內外小額匯兌,0,0,0,0
114年01月,國泰世華商業銀行,269,5556,0,國內外小額匯兌,0,0,4,4
114年01月,彰化商業銀行,11036,4511,0,國內外小額匯兌,0,0,351,351
114年01月,悠遊卡股份有限公司,3393062,786793,56574,國內外小額匯兌,459087,497037,233178,730215
114年01月,愛金卡股份有限公司,1559239,854267,42355,國內外小額匯兌,190221,158242,419660,577902
114年01月,橘子支行動支付股份有限公司,569510,102350,6960,國內外小額匯兌,41939,30198,88224,118422
114年01月,歐付寶電子支付股份有限公司,1077287,54071,12421,國內外小額匯兌,7361,12223,116790,129013
114年01月,永豐商業銀行,13114,4175,0,國內外小額匯兌,0,0,692,692
114年01月,玉山商業銀行,2735747,1580949,0,國內外小額匯兌,241193,258024,379623,637647
114年01月,第一商業銀行,0,0,0,國內外小額匯兌,0,0,0,0
114年01月,簡單行動支付股份有限公司,75918,13369,270,國內外小額匯兌,22,1306,9452,10758
114年01月,臺灣中小企業銀行,3181,3078,0,國內外小額匯兌,0,0,47,47
114年01月,臺灣土地銀行,6325,3590,0,國內外小額匯兌,+,0,0,0
114年01月,臺灣新光商業銀行,275,3600,0,國內外小額匯兌,0,0,1077,1077
114年01月,臺灣銀行,7483,5557,0,國內外小額匯兌,0,0,0,0
114年01月,華南商業銀行,807,2894,0,國內外小額匯兌,0,0,466,466
114年01月,街口電子支付股份有限公司,6656778,5157571,5007784,國內外小額匯兌,9602152,1147383,3628931,4776314
114年01月,遠東國際商業銀行,42,1385,0,國內外小額匯兌,0,0,0,0
114年01月,陽信商業銀行,6663,375,0,國內外小額匯兌,0,0,0,0
114年02月,一卡通票證股份有限公司,6823897,3557108,11911990,國內外小額匯兌,17792557,2310792,9772118,12082910
114年02月,上海商業儲蓄銀行,2737,2296,0,國內外小額匯兌,0,0,0,0
114年02月,中國信託商業銀行,530794,328248,0,國內外小額匯兌,0,611,29824,30435
114年02月,中華郵政公司,23789,14131,0,國內外小額匯兌,0,0,0,0
114年02月,元大商業銀行,2781,10272,0,國內外小額匯兌,0,0,1519,1519
114年02月,兆豐國際商業銀行,865,1009,0,國內外小額匯兌,0,0,19,19
114年02月,全支付電子支付股份有限公司,5432821,3708334,70494,國內外小額匯兌,1393119,629685,265338,895023
114年02月,全盈支付金融科技股份有限公司,2249158,631689,20912,國內外小額匯兌,161930,97660,114405,212065
114年02月,台北富邦商業銀行,294,4072,0,國內外小額匯兌,0,0,283,283
114年02月,台新國際商業銀行,13956,78247,0,國內外小額匯兌,0,0,1223,1223
114年02月,合作金庫商業銀行,10635,25717,0,國內外小額匯兌,0,0,0,0
114年02月,國泰世華商業銀行,287,8363,0,國內外小額匯兌,0,0,7,7
114年02月,彰化商業銀行,11078,7542,0,國內外小額匯兌,0,0,351,351
114年02月,悠遊卡股份有限公司,3441660,837616,49083,國內外小額匯兌,481209,521568,136190,657757
114年02月,愛金卡股份有限公司,1577966,684610,36898,國內外小額匯兌,144478,152452,167390,319842
114年02月,橘子支行動支付股份有限公司,571065,68279,2726,國內外小額匯兌,20296,28069,61168,89237
114年02月,歐付寶電子支付股份有限公司,1078926,48781,11150,國內外小額匯兌,6569,12419,106895,119314
114年02月,永豐商業銀行,13633,4211,0,國內外小額匯兌,0,0,247,247
114年02月,玉山商業銀行,2779107,1761109,0,國內外小額匯兌,262882,259995,260094,520089
114年02月,第一商業銀行,0,0,0,國內外小額匯兌,0,0,0,0
114年02月,簡單行動支付股份有限公司,76227,8028,96,國內外小額匯兌,76,1307,5842,7149
114年02月,臺灣中小企業銀行,3205,3301,0,國內外小額匯兌,0,0,338,338
114年02月,臺灣土地銀行,6384,4700,0,國內外小額匯兌,0,0,0,0
114年02月,臺灣新光商業銀行,275,2738,0,國內外小額匯兌,0,0,106,106
114年02月,臺灣銀行,7531,6272,0,國內外小額匯兌,0,0,0,0
114年02月,華南商業銀行,807,2673,0,國內外小額匯兌,0,0,395,395
114年02月,街口電子支付股份有限公司,6697642,4853216,4342451,國內外小額匯兌,8169799,1156664,2920870,4077533
114年02月,遠東國際商業銀行,42,1626,0,國內外小額匯兌,0,0,0,0
114年02月,陽信商業銀行,6666,551,0,國內外小額匯兌,0,0,0,0
114年03月,一卡通票證股份有限公司,6866307,3770519,13402417,國內外小額匯兌,18975934,2291739,9776866,12068605
114年03月,上海商業儲蓄銀行,2753,3007,0,國內外小額匯兌,0,0,0,0
114年03月,中國信託商業銀行,544374,362572,0,國內外小額匯兌,0,609,29628,30236
114年03月,中華郵政公司,23964,16004,0,國內外小額匯兌,0,0,0,0
114年03月,元大商業銀行,2797,12684,0,國內外小額匯兌,0,0,311,311
114年03月,兆豐國際商業銀行,868,2535,0,國內外小額匯兌,0,0,48,48
114年03月,全支付電子支付股份有限公司,5591356,4394067,84948,國內外小額匯兌,1600639,645892,248244,894136
114年03月,全盈支付金融科技股份有限公司,2269351,600499,24362,國內外小額匯兌,147367,97043,96263,193305
114年03月,台北富邦商業銀行,291,3938,0,國內外小額匯兌,0,0,319,319
114年03月,台新國際商業銀行,13976,66641,0,國內外小額匯兌,0,0,3341,3341
114年03月,合作金庫商業銀行,10721,26668,0,國內外小額匯兌,0,0,0,0
114年03月,國泰世華商業銀行,311,10679,0,國內外小額匯兌,0,0,1,1
114年03月,彰化商業銀行,11151,7783,0,國內外小額匯兌,0,0,521,521
114年03月,悠遊卡股份有限公司,3494021,1114010,57175,國內外小額匯兌,509920,520213,187230,707443
114年03月,愛金卡股份有限公司,1596583,834705,47775,國內外小額匯兌,150681,153906,237357,391263
114年03月,橘子支行動支付股份有限公司,572697,51326,2327,國內外小額匯兌,15216,26726,44265,70991
114年03月,歐付寶電子支付股份有限公司,1080563,49761,10892,國內外小額匯兌,5697,12613,104655,117268
114年03月,永豐商業銀行,14201,4726,0,國內外小額匯兌,0,0,222,222
114年03月,玉山商業銀行,2823913,1789208,0,國內外小額匯兌,228116,265324,264541,529864
114年03月,第一商業銀行,0,0,0,國內外小額匯兌,0,0,0,0
114年03月,簡單行動支付股份有限公司,76545,6194,593,國內外小額匯兌,25,1308,5931,7240
114年03月,臺灣中小企業銀行,3235,4639,0,國內外小額匯兌,0,0,118,118
114年03月,臺灣土地銀行,6443,4843,0,國內外小額匯兌,0,0,0,0
114年03月,臺灣新光商業銀行,275,2976,0,國內外小額匯兌,0,0,104,104
114年03月,臺灣銀行,7603,8374,0,國內外小額匯兌,0,0,0,0
114年03月,華南商業銀行,807,2711,0,國內外小額匯兌,0,0,650,650
114年03月,街口電子支付股份有限公司,6739988,5513204,4725055,國內外小額匯兌,8626238,1172922,2937842,4110765
114年03月,遠東國際商業銀行,42,1408,0,國內外小額匯兌,0,0,0,0
114年03月,陽信商業銀行,6667,641,0,國內外小額匯兌,0,0,0,0
114年04月,一卡通票證股份有限公司,6903178,3799316,12889025,國內外小額匯兌,18276596,2305248,9679511,11984758
114年04月,上海商業儲蓄銀行,2764,2219,0,國內外小額匯兌,0,0,0,0
114年04月,中國信託商業銀行,553539,332790,0,國內外小額匯兌,0,609,29744,30353
114年04月,中華郵政公司,23901,13224,0,國內外小額匯兌,0,0,0,0
114年04月,元大商業銀行,2813,12639,0,國內外小額匯兌,0,0,1101,1101
114年04月,兆豐國際商業銀行,871,2036,0,國內外小額匯兌,0,0,28,28
114年04月,全支付電子支付股份有限公司,5810265,4856564,97405,國內外小額匯兌,1725081,672538,273117,945655
114年04月,全盈支付金融科技股份有限公司,2286109,769864,31272,國內外小額匯兌,176406,97137,96979,194116
114年04月,台北富邦商業銀行,283,3718,0,國內外小額匯兌,0,0,717,717
114年04月,台新國際商業銀行,14001,67702,0,國內外小額匯兌,0,0,6483,6483
114年04月,合作金庫商業銀行,10757,32860,0,國內外小額匯兌,0,0,0,0
114年04月,國泰世華商業銀行,258,7844,0,國內外小額匯兌,0,0,7,7
114年04月,彰化商業銀行,11166,6663,0,國內外小額匯兌,0,0,357,357
114年04月,悠遊卡股份有限公司,3548373,1284542,59557,國內外小額匯兌,534667,542786,218160,760946
114年04月,愛金卡股份有限公司,1615017,1089609,64474,國內外小額匯兌,260851,199938,222808,422746
114年04月,橘子支行動支付股份有限公司,574291,55009,2796,國內外小額匯兌,19102,25419,49804,75223
114年04月,歐付寶電子支付股份有限公司,1082073,48184,12725,國內外小額匯兌,6585,12831,102683,115515
114年04月,永豐商業銀行,14597,4670,0,國內外小額匯兌,0,0,261,261
114年04月,玉山商業銀行,2875266,1790233,0,國內外小額匯兌,206321,267717,181933,449650
114年04月,第一商業銀行,0,0,0,國內外小額匯兌,0,0,0,0
114年04月,簡單行動支付股份有限公司,76834,5138,1163,國內外小額匯兌,440,1288,5156,6444
114年04月,臺灣中小企業銀行,3244,3911,0,國內外小額匯兌,0,0,110,110
114年04月,臺灣土地銀行,6481,3878,0,國內外小額匯兌,0,0,0,0
114年04月,臺灣新光商業銀行,275,2425,0,國內外小額匯兌,0,0,398,398
114年04月,臺灣銀行,7656,7252,0,國內外小額匯兌,0,0,0,0
114年04月,華南商業銀行,805,2781,0,國內外小額匯兌,0,0,158,158
114年04月,街口電子支付股份有限公司,6776807,6128965,4604507,國內外小額匯兌,8614710,1191618,2981417,4173035
114年04月,遠東國際商業銀行,43,1981,0,國內外小額匯兌,0,0,0,0
114年04月,陽信商業銀行,6667,463,0,國內外小額匯兌,0,0,0,0
114年05月,一卡通票證股份有限公司,6941973,3985008,13579639,國內外小額匯兌,18492166,2317175,10025620,12342795
114年05月,上海商業儲蓄銀行,2784,2030,0,國內外小額匯兌,0,0,0,0
114年05月,中國信託商業銀行,565261,391148,0,國內外小額匯兌,0,609,30058,30667
114年05月,中華郵政公司,23794,13528,0,國內外小額匯兌,0,0,0,0
114年05月,元大商業銀行,2836,13571,0,國內外小額匯兌,0,0,173,173
114年05月,兆豐國際商業銀行,871,4094,0,國內外小額匯兌,0,0,92,92
114年05月,全支付電子支付股份有限公司,6005919,5461791,122757,國內外小額匯兌,1790900,703770,438966,1142736
114年05月,全盈支付金融科技股份有限公司,2303414,832169,35738,國內外小額匯兌,211481,98634,165771,264405
114年05月,台北富邦商業銀行,225,4683,0,國內外小額匯兌,0,0,539,539
114年05月,台新國際商業銀行,13980,84065,0,國內外小額匯兌,0,0,2381,2381
